Name	HeroID	SkillID	SkillSlot	SkillType	SkillFuncType	StopDeath	ResLevel	AwakenType	SkillLevel	SkillCD	IsAwakeSkill	IsCharge	ChargeBuffID	TimeBuffID	TargetCamp	OperationType	SkillAIType
希芙_技能3_等级5_觉醒_共鸣1	56	3134	3	主动技			1	3	5	4	TRUE				友方	直接释放	治疗
希芙_技能3_等级1_共鸣6	56	630	3	主动技			6	0	1	5	TRUE				友方	直接释放	治疗
希芙_技能3_等级2_共鸣6	56	631	3	主动技			6	0	2	5	TRUE				友方	直接释放	治疗
希芙_技能3_等级3_共鸣6	56	632	3	主动技			6	0	3	5	TRUE				友方	直接释放	治疗
希芙_技能3_等级4_共鸣6	56	633	3	主动技			6	0	4	5	TRUE				友方	直接释放	治疗
希芙_技能3_等级5_共鸣6	56	634	3	主动技			6	0	5	4	TRUE				友方	直接释放	治疗
希芙_技能3_等级1_觉醒_共鸣6	56	3630	3	主动技			6	3	1	5	TRUE				友方	直接释放	治疗
希芙_技能3_等级2_觉醒_共鸣6	56	3631	3	主动技			6	3	2	5	TRUE				友方	直接释放	治疗
希芙_技能3_等级3_觉醒_共鸣6	56	3632	3	主动技			6	3	3	5	TRUE				友方	直接释放	治疗
希芙_技能3_等级4_觉醒_共鸣6	56	3633	3	主动技			6	3	4	5	TRUE				友方	直接释放	治疗
希芙_技能3_等级5_觉醒_共鸣6	56	3634	3	主动技			6	3	5	4	TRUE				友方	直接释放	治疗
少司命_技能1_等级1	57	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害效果
少司命_技能1_等级2	57	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害效果
少司命_技能1_等级3	57	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害效果
少司命_技能1_等级4	57	13	1	主动技	单体		0	0	4	0					敌方	选择单体	伤害效果
少司命_技能1_等级5	57	14	1	主动技	单体		0	0	5	0					敌方	选择单体	伤害效果
少司命_技能1_等级6	57	15	1	主动技	单体		0	0	6	0					敌方	选择单体	伤害效果
少司命_技能1_等级7	57	16	1	主动技	单体		0	0	7	0					敌方	选择单体	伤害效果
少司命_技能1_等级8	57	17	1	主动技	单体		0	0	8	0					敌方	选择单体	伤害效果
少司命_技能1_等级1_共鸣1	57	110	1	主动技	单体		1	0	1	0					敌方	选择单体	伤害效果
少司命_技能1_等级2_共鸣1	57	111	1	主动技	单体		1	0	2	0					敌方	选择单体	伤害效果
少司命_技能1_等级3_共鸣1	57	112	1	主动技	单体		1	0	3	0					敌方	选择单体	伤害效果
少司命_技能1_等级4_共鸣1	57	113	1	主动技	单体		1	0	4	0					敌方	选择单体	伤害效果
少司命_技能1_等级5_共鸣1	57	114	1	主动技	单体		1	0	5	0					敌方	选择单体	伤害效果
少司命_技能1_等级6_共鸣1	57	115	1	主动技	单体		1	0	6	0					敌方	选择单体	伤害效果
少司命_技能1_等级7_共鸣1	57	116	1	主动技	单体		1	0	7	0					敌方	选择单体	伤害效果
少司命_技能1_等级8_共鸣1	57	117	1	主动技	单体		1	0	8	0					敌方	选择单体	伤害效果
少司命_技能2_等级1	57	20	2	主动技			0	0	1	4	TRUE				友方	选择单体	治疗
少司命_技能2_等级2	57	21	2	主动技			0	0	2	4	TRUE				友方	选择单体	治疗
少司命_技能2_等级3	57	22	2	主动技			0	0	3	4	TRUE				友方	选择单体	治疗
少司命_技能2_等级4	57	23	2	主动技			0	0	4	4	TRUE				友方	选择单体	治疗
少司命_技能2_等级5	57	24	2	主动技			0	0	5	4	TRUE				友方	选择单体	治疗
少司命_技能2_等级6	57	25	2	主动技			0	0	6	3	TRUE				友方	选择单体	治疗
少司命_技能2_等级1_觉醒	57	3020	2	主动技			0	3	1	4	TRUE				友方	选择单体	治疗
少司命_技能2_等级2_觉醒	57	3021	2	主动技			0	3	2	4	TRUE				友方	选择单体	治疗
少司命_技能2_等级3_觉醒	57	3022	2	主动技			0	3	3	4	TRUE				友方	选择单体	治疗
少司命_技能2_等级4_觉醒	57	3023	2	主动技			0	3	4	4	TRUE				友方	选择单体	治疗
少司命_技能2_等级5_觉醒	57	3024	2	主动技			0	3	5	4	TRUE				友方	选择单体	治疗
少司命_技能2_等级6_觉醒	57	3025	2	主动技			0	3	6	3	TRUE				友方	选择单体	治疗
少司命_技能3_等级1	57	30	3	主动技			0	0	1	5					友方	直接释放	
少司命_技能3_等级2	57	31	3	主动技			0	0	2	4					友方	直接释放	
少司命_技能3_等级3	57	32	3	主动技			0	0	3	3					友方	直接释放	
奥西里斯_技能1_等级1	58	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害效果
奥西里斯_技能1_等级2	58	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害效果
奥西里斯_技能1_等级3	58	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害效果
奥西里斯_技能1_等级4	58	13	1	主动技	单体		0	0	4	0					敌方	选择单体	伤害效果
奥西里斯_技能1_等级5	58	14	1	主动技	单体		0	0	5	0					敌方	选择单体	伤害效果
奥西里斯_技能2_等级1	58	20	2	被动技	单体		0	0	1	9					敌方	选择单体	
奥西里斯_技能2_等级2	58	21	2	被动技	单体		0	0	2	8					敌方	选择单体	
奥西里斯_技能2_等级3	58	22	2	被动技	单体		0	0	3	7					敌方	选择单体	
奥西里斯_技能2_等级4	58	23	2	被动技	单体		0	0	4	6					敌方	选择单体	
奥西里斯_技能2_等级5	58	24	2	被动技	单体		0	0	5	5					敌方	选择单体	
奥西里斯_技能2_等级1_共鸣2	58	220	2	被动技	单体		2	0	1	9					敌方	选择单体	
奥西里斯_技能2_等级2_共鸣2	58	221	2	被动技	单体		2	0	2	8					敌方	选择单体	
奥西里斯_技能2_等级3_共鸣2	58	222	2	被动技	单体		2	0	3	7					敌方	选择单体	
奥西里斯_技能2_等级4_共鸣2	58	223	2	被动技	单体		2	0	4	6					敌方	选择单体	
奥西里斯_技能2_等级5_共鸣2	58	224	2	被动技	单体		2	0	5	5					敌方	选择单体	
奥西里斯_技能3_等级1	58	30	3	主动技	单体		0	0	1	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级2	58	31	3	主动技	单体		0	0	2	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级3	58	32	3	主动技	单体		0	0	3	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级4	58	33	3	主动技	单体		0	0	4	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级5	58	34	3	主动技	单体		0	0	5	4	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级1_觉醒	58	3030	3	主动技	单体		0	3	1	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级2_觉醒	58	3031	3	主动技	单体		0	3	2	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级3_觉醒	58	3032	3	主动技	单体		0	3	3	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级4_觉醒	58	3033	3	主动技	单体		0	3	4	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级5_觉醒	58	3034	3	主动技	单体		0	3	5	4	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级1_共鸣1	58	130	3	主动技	单体		1	0	1	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级2_共鸣1	58	131	3	主动技	单体		1	0	2	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级3_共鸣1	58	132	3	主动技	单体		1	0	3	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级4_共鸣1	58	133	3	主动技	单体		1	0	4	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级5_共鸣1	58	134	3	主动技	单体		1	0	5	4	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级1_觉醒_共鸣1	58	3130	3	主动技	单体		1	3	1	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级2_觉醒_共鸣1	58	3131	3	主动技	单体		1	3	2	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级3_觉醒_共鸣1	58	3132	3	主动技	单体		1	3	3	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级4_觉醒_共鸣1	58	3133	3	主动技	单体		1	3	4	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级5_觉醒_共鸣1	58	3134	3	主动技	单体		1	3	5	4	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级1_共鸣6	58	630	3	主动技	单体		6	0	1	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级2_共鸣6	58	631	3	主动技	单体		6	0	2	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级3_共鸣6	58	632	3	主动技	单体		6	0	3	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级4_共鸣6	58	633	3	主动技	单体		6	0	4	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级5_共鸣6	58	634	3	主动技	单体		6	0	5	4	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级1_觉醒_共鸣6	58	3630	3	主动技	单体		6	3	1	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级2_觉醒_共鸣6	58	3631	3	主动技	单体		6	3	2	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级3_觉醒_共鸣6	58	3632	3	主动技	单体		6	3	3	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级4_觉醒_共鸣6	58	3633	3	主动技	单体		6	3	4	5	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能3_等级5_觉醒_共鸣6	58	3634	3	主动技	单体		6	3	5	4	TRUE				敌方	选择单体	伤害效果
奥西里斯_技能10_等级1	58	100	10	子技能	单体		0	0	1	0					友方	直接释放	
奥西里斯_技能10_等级1_共鸣2	58	300	10	子技能	单体		2	0	1	0					友方	直接释放	
舒_技能1_等级1	59	10	1	主动技	单体		0	0	1	0					敌方	选择单体	
舒_技能1_等级2	59	11	1	主动技	单体		0	0	2	0					敌方	选择单体	
舒_技能1_等级3	59	12	1	主动技	单体		0	0	3	0					敌方	选择单体	
舒_技能1_等级4	59	13	1	主动技	单体		0	0	4	0					敌方	选择单体	
舒_技能1_等级5	59	14	1	主动技	单体		0	0	5	0					敌方	选择单体	
舒_技能1_等级6	59	15	1	主动技	单体		0	0	6	0					敌方	选择单体	
舒_技能2_等级1	59	20	2	被动技	单体		0	0	1	0	TRUE				敌方	直接释放	
舒_技能2_等级1_觉醒	59	3020	2	被动技	单体		0	3	1	0	TRUE				敌方	直接释放	
舒_技能3_等级1	59	30	3	主动技	群攻		0	0	1	4					敌方	直接释放	
舒_技能3_等级2	59	31	3	主动技	群攻		0	0	2	4					敌方	直接释放	
舒_技能3_等级3	59	32	3	主动技	群攻		0	0	3	4					敌方	直接释放	
舒_技能3_等级4	59	33	3	主动技	群攻		0	0	4	4					敌方	直接释放	
舒_技能3_等级5	59	34	3	主动技	群攻		0	0	5	4					敌方	直接释放	
舒_技能3_等级6	59	35	3	主动技	群攻		0	0	6	3					敌方	直接释放	
舒_技能3_等级1_共鸣1	59	130	3	主动技	群攻		1	0	1	4					敌方	直接释放	
舒_技能3_等级2_共鸣1	59	131	3	主动技	群攻		1	0	2	4					敌方	直接释放	
舒_技能3_等级3_共鸣1	59	132	3	主动技	群攻		1	0	3	4					敌方	直接释放	
舒_技能3_等级4_共鸣1	59	133	3	主动技	群攻		1	0	4	4					敌方	直接释放	
舒_技能3_等级5_共鸣1	59	134	3	主动技	群攻		1	0	5	4					敌方	直接释放	
舒_技能3_等级6_共鸣1	59	135	3	主动技	群攻		1	0	6	3					敌方	直接释放	
舒_技能3_等级1_共鸣2	59	230	3	主动技	群攻		2	0	1	4					敌方	直接释放	
舒_技能3_等级2_共鸣2	59	231	3	主动技	群攻		2	0	2	4					敌方	直接释放	
舒_技能3_等级3_共鸣2	59	232	3	主动技	群攻		2	0	3	4					敌方	直接释放	
舒_技能3_等级4_共鸣2	59	233	3	主动技	群攻		2	0	4	4					敌方	直接释放	
舒_技能3_等级5_共鸣2	59	234	3	主动技	群攻		2	0	5	4					敌方	直接释放	
舒_技能3_等级6_共鸣2	59	235	3	主动技	群攻		2	0	6	3					敌方	直接释放	
舒_技能1_等级1_共鸣6	59	610	1	主动技	单体		6	0	1	0					敌方	选择单体	
舒_技能1_等级2_共鸣6	59	611	1	主动技	单体		6	0	2	0					敌方	选择单体	
舒_技能1_等级3_共鸣6	59	612	1	主动技	单体		6	0	3	0					敌方	选择单体	
舒_技能1_等级4_共鸣6	59	613	1	主动技	单体		6	0	4	0					敌方	选择单体	
舒_技能1_等级5_共鸣6	59	614	1	主动技	单体		6	0	5	0					敌方	选择单体	
舒_技能1_等级6_共鸣6	59	615	1	主动技	单体		6	0	6	0					敌方	选择单体	
宙斯_技能1_等级1	60	10	1	主动技	群攻		0	0	1	0					敌方	直接释放	伤害效果
宙斯_技能1_等级2	60	11	1	主动技	群攻		0	0	2	0					敌方	直接释放	伤害效果
宙斯_技能1_等级3	60	12	1	主动技	群攻		0	0	3	0					敌方	直接释放	伤害效果
宙斯_技能1_等级4	60	13	1	主动技	群攻		0	0	4	0					敌方	直接释放	伤害效果
宙斯_技能1_等级5	60	14	1	主动技	群攻		0	0	5	0					敌方	直接释放	伤害效果
宙斯_技能2_等级1	60	20	2	主动技	群攻		0	0	1	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级2	60	21	2	主动技	群攻		0	0	2	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级3	60	22	2	主动技	群攻		0	0	3	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级4	60	23	2	主动技	群攻		0	0	4	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级5	60	24	2	主动技	群攻		0	0	5	4	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级1_觉醒	60	3020	2	主动技	群攻		0	3	1	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级2_觉醒	60	3021	2	主动技	群攻		0	3	2	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级3_觉醒	60	3022	2	主动技	群攻		0	3	3	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级4_觉醒	60	3023	2	主动技	群攻		0	3	4	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级5_觉醒	60	3024	2	主动技	群攻		0	3	5	4	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级1_共鸣6	60	620	2	主动技	群攻		6	0	1	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级2_共鸣6	60	621	2	主动技	群攻		6	0	2	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级3_共鸣6	60	622	2	主动技	群攻		6	0	3	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级4_共鸣6	60	623	2	主动技	群攻		6	0	4	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级5_共鸣6	60	624	2	主动技	群攻		6	0	5	4	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级1_觉醒_共鸣6	60	3620	2	主动技	群攻		6	3	1	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级2_觉醒_共鸣6	60	3621	2	主动技	群攻		6	3	2	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级3_觉醒_共鸣6	60	3622	2	主动技	群攻		6	3	3	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级4_觉醒_共鸣6	60	3623	2	主动技	群攻		6	3	4	5	TRUE				敌方	直接释放	伤害效果
宙斯_技能2_等级5_觉醒_共鸣6	60	3624	2	主动技	群攻		6	3	5	4	TRUE				敌方	直接释放	伤害效果
宙斯_技能3_等级1	60	30	3	主动技			0	0	1	4					友方	直接释放	护盾
宙斯_技能3_等级2	60	31	3	主动技			0	0	2	4					友方	直接释放	护盾
宙斯_技能3_等级3	60	32	3	主动技			0	0	3	4					友方	直接释放	护盾
宙斯_技能3_等级4	60	33	3	主动技			0	0	4	4					友方	直接释放	护盾
宙斯_技能3_等级5	60	34	3	主动技			0	0	5	3					友方	直接释放	护盾
宙斯_技能3_等级1_共鸣1	60	130	3	主动技			1	0	1	4					友方	直接释放	护盾
宙斯_技能3_等级2_共鸣1	60	131	3	主动技			1	0	2	4					友方	直接释放	护盾
宙斯_技能3_等级3_共鸣1	60	132	3	主动技			1	0	3	4					友方	直接释放	护盾
宙斯_技能3_等级4_共鸣1	60	133	3	主动技			1	0	4	4					友方	直接释放	护盾
宙斯_技能3_等级5_共鸣1	60	134	3	主动技			1	0	5	3					友方	直接释放	护盾
宙斯_技能3_等级1_共鸣2	60	230	3	主动技			2	0	1	4					友方	直接释放	护盾
宙斯_技能3_等级2_共鸣2	60	231	3	主动技			2	0	2	4					友方	直接释放	护盾
宙斯_技能3_等级3_共鸣2	60	232	3	主动技			2	0	3	4					友方	直接释放	护盾
宙斯_技能3_等级4_共鸣2	60	233	3	主动技			2	0	4	4					友方	直接释放	护盾
宙斯_技能3_等级5_共鸣2	60	234	3	主动技			2	0	5	3					友方	直接释放	护盾
哈托尔_技能1_等级1	61	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害效果
哈托尔_技能1_等级2	61	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害效果
哈托尔_技能1_等级3	61	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害效果
哈托尔_技能2_等级1	61	20	2	主动技	单体		0	0	1	4					敌方	选择单体	伤害效果
哈托尔_技能2_等级2	61	21	2	主动技	单体		0	0	2	4					敌方	选择单体	伤害效果
哈托尔_技能2_等级3	61	22	2	主动技	单体		0	0	3	4					敌方	选择单体	伤害效果
哈托尔_技能2_等级4	61	23	2	主动技	单体		0	0	4	4					敌方	选择单体	伤害效果
哈托尔_技能2_等级5	61	24	2	主动技	单体		0	0	5	4					敌方	选择单体	伤害效果
哈托尔_技能2_等级6	61	25	2	主动技	单体		0	0	6	3					敌方	选择单体	伤害效果
哈托尔_技能3_等级1	61	30	3	主动技	单体		0	0	1	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级2	61	31	3	主动技	单体		0	0	2	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级3	61	32	3	主动技	单体		0	0	3	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级4	61	33	3	主动技	单体		0	0	4	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级5	61	34	3	主动技	单体		0	0	5	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级6	61	35	3	主动技	单体		0	0	6	4	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级1_觉醒	61	3030	3	主动技	单体		0	3	1	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级2_觉醒	61	3031	3	主动技	单体		0	3	2	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级3_觉醒	61	3032	3	主动技	单体		0	3	3	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级4_觉醒	61	3033	3	主动技	单体		0	3	4	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级5_觉醒	61	3034	3	主动技	单体		0	3	5	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级6_觉醒	61	3035	3	主动技	单体		0	3	6	4	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级1_共鸣1	61	130	3	主动技	单体		1	0	1	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级2_共鸣1	61	131	3	主动技	单体		1	0	2	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级3_共鸣1	61	132	3	主动技	单体		1	0	3	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级4_共鸣1	61	133	3	主动技	单体		1	0	4	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级5_共鸣1	61	134	3	主动技	单体		1	0	5	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级6_共鸣1	61	135	3	主动技	单体		1	0	6	4	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级1_觉醒_共鸣1	61	3130	3	主动技	单体		1	3	1	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级2_觉醒_共鸣1	61	3131	3	主动技	单体		1	3	2	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级3_觉醒_共鸣1	61	3132	3	主动技	单体		1	3	3	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级4_觉醒_共鸣1	61	3133	3	主动技	单体		1	3	4	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级5_觉醒_共鸣1	61	3134	3	主动技	单体		1	3	5	5	TRUE				敌方	选择单体	伤害效果
哈托尔_技能3_等级6_觉醒_共鸣1	61	3135	3	主动技	单体		1	3	6	4	TRUE				敌方	选择单体	伤害效果
哈托尔_技能2_等级1_共鸣6	61	620	2	主动技	单体		6	0	1	4					敌方	选择单体	伤害效果
哈托尔_技能2_等级2_共鸣6	61	621	2	主动技	单体		6	0	2	4					敌方	选择单体	伤害效果
哈托尔_技能2_等级3_共鸣6	61	622	2	主动技	单体		6	0	3	4					敌方	选择单体	伤害效果
哈托尔_技能2_等级4_共鸣6	61	623	2	主动技	单体		6	0	4	4					敌方	选择单体	伤害效果
哈托尔_技能2_等级5_共鸣6	61	624	2	主动技	单体		6	0	5	4					敌方	选择单体	伤害效果
哈托尔_技能2_等级6_共鸣6	61	625	2	主动技	单体		6	0	6	3					敌方	选择单体	伤害效果
潘多拉_技能1_等级1	62	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害效果
潘多拉_技能1_等级2	62	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害效果
潘多拉_技能1_等级3	62	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害效果
潘多拉_技能1_等级4	62	13	1	主动技	单体		0	0	4	0					敌方	选择单体	伤害效果
潘多拉_技能1_等级5	62	14	1	主动技	单体		0	0	5	0					敌方	选择单体	伤害效果
潘多拉_技能2_等级1	62	20	2	主动技	单体		0	0	1	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级2	62	21	2	主动技	单体		0	0	2	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级3	62	22	2	主动技	单体		0	0	3	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级4	62	23	2	主动技	单体		0	0	4	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级5	62	24	2	主动技	单体		0	0	5	3	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级1_觉醒	62	3020	2	主动技	单体		0	3	1	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级2_觉醒	62	3021	2	主动技	单体		0	3	2	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级3_觉醒	62	3022	2	主动技	单体		0	3	3	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级4_觉醒	62	3023	2	主动技	单体		0	3	4	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级5_觉醒	62	3024	2	主动技	单体		0	3	5	3	TRUE				敌方	选择单体	伤害效果
潘多拉_技能3_等级1	62	30	3	主动技	群攻		0	0	1	6					敌方	直接释放	效果
潘多拉_技能3_等级2	62	31	3	主动技	群攻		0	0	2	6					敌方	直接释放	效果
潘多拉_技能3_等级3	62	32	3	主动技	群攻		0	0	3	5					敌方	直接释放	效果
潘多拉_技能3_等级4	62	33	3	主动技	群攻		0	0	4	5					敌方	直接释放	效果
潘多拉_技能3_等级5	62	34	3	主动技	群攻		0	0	5	4					敌方	直接释放	效果
潘多拉_技能2_等级1_共鸣1	62	120	2	主动技	单体		1	0	1	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级2_共鸣1	62	121	2	主动技	单体		1	0	2	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级3_共鸣1	62	122	2	主动技	单体		1	0	3	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级4_共鸣1	62	123	2	主动技	单体		1	0	4	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级5_共鸣1	62	124	2	主动技	单体		1	0	5	3	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级1_觉醒_共鸣1	62	3120	2	主动技	单体		1	3	1	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级2_觉醒_共鸣1	62	3121	2	主动技	单体		1	3	2	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级3_觉醒_共鸣1	62	3122	2	主动技	单体		1	3	3	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级4_觉醒_共鸣1	62	3123	2	主动技	单体		1	3	4	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级5_觉醒_共鸣1	62	3124	2	主动技	单体		1	3	5	3	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级1_共鸣6	62	620	2	主动技	单体		6	0	1	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级2_共鸣6	62	621	2	主动技	单体		6	0	2	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级3_共鸣6	62	622	2	主动技	单体		6	0	3	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级4_共鸣6	62	623	2	主动技	单体		6	0	4	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级5_共鸣6	62	624	2	主动技	单体		6	0	5	3	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级1_觉醒_共鸣6	62	3620	2	主动技	单体		6	3	1	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级2_觉醒_共鸣6	62	3621	2	主动技	单体		6	3	2	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级3_觉醒_共鸣6	62	3622	2	主动技	单体		6	3	3	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级4_觉醒_共鸣6	62	3623	2	主动技	单体		6	3	4	4	TRUE				敌方	选择单体	伤害效果
潘多拉_技能2_等级5_觉醒_共鸣6	62	3624	2	主动技	单体		6	3	5	3	TRUE				敌方	选择单体	伤害效果
月老_技能1_等级1	63	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害效果
月老_技能1_等级2	63	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害效果
月老_技能1_等级3	63	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害效果
月老_技能1_等级4	63	13	1	主动技	单体		0	0	4	0					敌方	选择单体	伤害效果
月老_技能1_等级5	63	14	1	主动技	单体		0	0	5	0					敌方	选择单体	伤害效果
月老_技能1_等级6	63	15	1	主动技	单体		0	0	6	0					敌方	选择单体	伤害效果
月老_技能1_等级7	63	16	1	主动技	单体		0	0	7	0					敌方	选择单体	伤害效果
月老_技能1_等级8	63	17	1	主动技	单体		0	0	8	0					敌方	选择单体	伤害效果
月老_技能1_等级9	63	18	1	主动技	单体		0	0	9	0					敌方	选择单体	伤害效果
月老_技能1_等级1_共鸣1	63	110	1	主动技	单体		1	0	1	0					敌方	选择单体	伤害效果
月老_技能1_等级2_共鸣1	63	111	1	主动技	单体		1	0	2	0					敌方	选择单体	伤害效果
月老_技能1_等级3_共鸣1	63	112	1	主动技	单体		1	0	3	0					敌方	选择单体	伤害效果
月老_技能1_等级4_共鸣1	63	113	1	主动技	单体		1	0	4	0					敌方	选择单体	伤害效果
月老_技能1_等级5_共鸣1	63	114	1	主动技	单体		1	0	5	0					敌方	选择单体	伤害效果
